0,0,8.75764969,11.7109506,11.09724408,9.271848605,6.921591879,0,0,0,0,0,9.468687927,6.909706984,0,0,0,5.761205042,0,0,6.165525769,6.968464429,0,0,3.067691378,0,0,3.170586493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.571984754,0,0,0,0,0,0,0,0,0,0,0,5.392481446,5.613216683,0,0,5.375450484,0,5.248150539,0,0,0,0,0,4.344081597,7.100174942,6.147814808,8.22696618,6.068949279,5.73754372,3.232252927,5.739344791,6.371556858,6.027933475,6.377398699,0,5.282902763,6.644666903,6.565800882,5.275346019,6.124926045,6.634214208,0,0,5.376322802,0,0,0,7.460583471,5.265066766,0,0,4.380337811,0,0,2.915897138,0,0,0,8.272762272,6.516250836,5.680592663,0,0,0,0,7.47298617,0,0,5.92662233,0,0,3.828779296,7.749768002,0,0,0,0,6.061004483,3.033992523,0,4.912014183,6.618999144,5.573231327,6.369210714,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.616938948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.129800646,0,7.049837245,6.818715071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18811941,0,6.646234133,0,0,0,0,0,0,0,3.508735437,0,0,0,0,0,0,0,0,0,0,0,0,0
8.75764969,0,0,8.712922877,8.069251831,5.938042903,0,0,0,0,0,0,8.062775731,6.639487745,7.064692628,5.963605608,4.848666718,4.614164272,5.522604478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.545752062,0,0,2.570575253,4.231241103,0,0,0,0,2.00009102,0,0,0,0,0,3.62230607,5.977228888,4.39416434,6.815025333,5.282833452,3.007806906,0,4.762435222,5.139777802,4.305378894,4.160960596,0,0,3.93667115,3.928182333,0,3.837856416,4.389391061,0,0,0,0,0,0,8.153031375,5.992795951,0,0,6.016080664,0,0,0,0,0,7.738601221,0,4.332700297,4.326452975,0,0,6.188445533,0,4.828070207,0,0,4.620189229,0,0,0,5.2092345,0,0,0,0,3.861123731,3.245156534,0,4.886894952,4.160769385,0,3.992098664,0,0
11.7109506,0,8.712922877,0,10.99129042,9.41539643,7.215549873,0,0,0,0,0,9.469483368,6.609909876,0,0,0,5.714977582,0,0,6.160528233,7.033829748,0,0,2.676563139,0,0,2.793780369,0,0,5.852602105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20809898,0,0,0,0,0,0,0,0,0,0,2.793796447,1.63487495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.270339424,0,0,0,0,0,0,0,0,0,0,0,5.125594642,5.209314628,0,0,0,0,5.003801076,0,0,0,0,0,4.088593981,6.742059785,5.837057893,7.905976212,5.878424013,5.408439789,2.952156478,5.360300248,6.189425284,6.029705379,6.042473306,0,4.927433037,6.427553741,6.249064058,4.914145664,5.87010718,6.533793015,0,3.831722709,5.088496181,0,0,0,7.30944772,4.867576286,0,0,3.791654546,0,0,2.460084245,0,3.09564987,0,8.000782113,6.672660663,5.724282974,0,0,0,0,7.465438226,0,0,6.02007018,0,0,3.273542845,7.511303327,0,0,0,0,5.959336383,2.734729298,0,4.566886764,6.250059772,5.223858977,6.01949163,0,0
11.09724408,0,8.069251831,10.99129042,0,10.26277842,8.319070395,0,0,0,0,0,9.556050617,6.661984029,5.526972423,0,0,6.676648706,0,7.809294048,7.596521445,8.205466312,0,0,2.960217173,0,0,3.105035652,0,0,5.159676496,0,0,0,0,0,0,0,0,0,0,0,0,0,2.172758286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.130700422,0,0,0,0,0,0,0,0,4.491553834,0,0,4.951110944,5.454252271,0,0,5.026183328,0,4.862491815,0,0,0,0,0,3.968338211,6.459817302,5.479534088,7.311313617,5.62639815,5.365467853,3.474134642,5.729672813,5.770570926,6.216376379,6.103063927,3.971014958,5.147352408,6.346732201,6.238919834,5.05566309,5.849234393,6.522819839,4.735165222,4.082228968,5.763164912,0,0,0,6.973062207,0,0,2.715506983,0,0,0,2.57723029,0,3.291174451,0,7.371178637,7.492716003,5.100279741,5.935181952,0,7.192649362,0,7.327961543,0,0,6.827911517,0,0,3.589686102,7.427193154,0,0,0,0,5.909103631,3.265870245,0,5.08539852,6.275871697,5.361137111,6.042728529,0,0
9.271848605,0,5.938042903,9.41539643,10.26277842,0,8.712636804,0,0,0,0,0,9.110405201,4.597928257,0,7.782045074,0,7.466723695,0,8.93996779,8.335909006,8.697671693,0,0,2.14922077,0,0,0,0,0,3.154825421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.191489512,4.686981478,0,0,4.269432128,0,4.130491475,0,0,0,0,0,0,4.88621925,4.33799933,5.270613061,4.560184883,4.65080391,0,4.94799668,0,6.161740021,5.389247651,3.239944196,4.427064671,5.633489483,5.541383127,4.426605146,5.178124969,6.123805003,0,0,6.310214578,0,0,0,0,0,0,0,0,0,0,0,0,2.886563497,6.67441971,0,7.625079926,3.922220243,6.977005801,0,8.288390362,7.800453772,6.530998625,0,0,7.307766592,0,0,2.617741321,6.662192091,0,0,0,0,5.334185336,2.352147962,0,4.232962029,5.572845545,4.632877003,5.30298535,0,0
6.921591879,0,0,7.215549873,8.319070395,8.712636804,0,0,0,0,0,0,6.645493909,0,0,0,0,7.421883183,0,0,0,7.575916468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.746981143,0,0,0,4.425255722,3.804193319,0,0,5.280673013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.477346439,0,0,0,0,0,0,0,0,7.799679051,0,0,0,5.132069496,0,0,0,0,4.340121615,0,0,0,3.569523133,0,0,0,0
0,0,0,0,0,0,0,0,9.895775959,7.218404021,0,6.830296627,0,7.59378683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.079860458,5.869463383,0,7.223470271,8.910391021,0,6.944416906,0,0,0,0,7.298843282,5.054741131,0,0,9.644563562,7.332622414,9.0111624,8.578077541,8.946940182,7.726940776,0,0,0,0,0,0,0,0,0,0,4.922024229,0,2.99119966,3.890628199,3.105192478,0,0,3.896205759,0,0,0,0,0,0,0,0,0,0,0,0,3.272912209,0,0,0,0,0,0,0,4.701422017,0,5.330759233,0,6.558241425,6.566591893,0,0,0,0,0,6.292337916,0,0,4.136823687,0,0,0,0,0,0,5.606639049,6.036745585,6.330541281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.985337108,6.18007856,0,5.408020026,5.286777343,6.876631991,5.071223292,6.343955649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,9.895775959,0,7.210584331,0,6.661217789,0,5.519532709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.678035042,0,0,0,5.696701328,0,0,0,5.906479353,0,0,6.606377516,0,0,0,9.615835241,7.434330783,8.284035419,8.295724988,6.946638174,7.868136397,0,0,0,0,0,0,0,0,0,0,5.387717131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.224687316,5.542573908,0,7.077212453,6.536386784,0,0,0,0,0,5.975048608,0,0,3.734957467,0,0,0,0,0,0,6.163874726,0,5.082358303,4.228732544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.058462118,4.906643896,0,5.77165682,5.078137844,5.546867617,0,5.017980937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.472587039,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7.218404021,7.210584331,0,0,7.593366514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.924376178,0,0,6.627229293,0,0,0,7.562174926,5.818422301,6.199173931,8.388176752,0,7.182563166,0,0,0,0,0,0,0,0,0,0,6.909553042,0,0,0,0,0,0,0,0,0,0,6.474543008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.714311496,8.439861863,7.495497216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.139259203,5.313315623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.450185038,5.513858971,6.384155921,0,0,0,6.583890047,5.475334734,6.682011696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.220900597,0,0,0,0,0,0,0,2.070164464,0,0,0,0,0
