1	3	8.757650
1	4	11.710951
1	5	11.097244
1	6	9.271849
1	7	6.921592
1	13	9.468688
1	14	6.909707
1	18	5.761205
1	21	6.165526
1	22	6.968464
1	25	3.067691
1	28	3.170586
1	94	4.571985
1	106	5.392481
1	107	5.613217
1	110	5.375450
1	112	5.248151
1	118	4.344082
1	119	7.100175
1	120	6.147815
1	121	8.226966
1	122	6.068949
1	123	5.737544
1	124	3.232253
1	125	5.739345
1	126	6.371557
1	127	6.027933
1	128	6.377399
1	130	5.282903
1	131	6.644667
1	132	6.565801
1	133	5.275346
1	134	6.124926
1	135	6.634214
1	138	5.376323
1	142	7.460583
1	143	5.265067
1	146	4.380338
1	149	2.915897
1	153	8.272762
1	154	6.516251
1	155	5.680593
1	160	7.472986
1	163	5.926622
1	166	3.828779
1	167	7.749768
1	172	6.061004
1	173	3.033993
1	175	4.912014
1	176	6.618999
1	177	5.573231
1	178	6.369211
2	23	7.616939
2	138	7.129801
2	140	7.049837
2	141	6.818715
2	157	7.188119
2	159	6.646234
2	167	3.508735
3	4	8.712923
3	5	8.069252
3	6	5.938043
3	13	8.062776
3	14	6.639488
3	15	7.064693
3	16	5.963606
3	17	4.848667
3	18	4.614164
3	19	5.522604
3	103	3.545752
3	106	2.570575
3	107	4.231241
3	112	2.000091
3	118	3.622306
3	119	5.977229
3	120	4.394164
3	121	6.815025
3	122	5.282833
3	123	3.007807
3	125	4.762435
3	126	5.139778
3	127	4.305379
3	128	4.160961
3	131	3.936671
3	132	3.928182
3	134	3.837856
3	135	4.389391
3	142	8.153031
3	143	5.992796
3	146	6.016081
3	152	7.738601
3	154	4.332700
3	155	4.326453
3	158	6.188446
3	160	4.828070
3	163	4.620189
3	167	5.209235
3	172	3.861124
3	173	3.245157
3	175	4.886895
3	176	4.160769
3	178	3.992099
4	5	10.991290
4	6	9.415396
4	7	7.215550
4	13	9.469483
4	14	6.609910
4	18	5.714978
4	21	6.160528
4	22	7.033830
4	25	2.676563
4	28	2.793780
4	31	5.852602
4	58	2.208099
4	69	2.793796
4	70	1.634875
4	94	4.270339
4	106	5.125595
4	107	5.209315
4	112	5.003801
4	118	4.088594
4	119	6.742060
4	120	5.837058
4	121	7.905976
4	122	5.878424
4	123	5.408440
4	124	2.952156
4	125	5.360300
4	126	6.189425
4	127	6.029705
4	128	6.042473
4	130	4.927433
4	131	6.427554
4	132	6.249064
4	133	4.914146
4	134	5.870107
4	135	6.533793
4	137	3.831723
4	138	5.088496
4	142	7.309448
4	143	4.867576
4	146	3.791655
4	149	2.460084
4	151	3.095650
4	153	8.000782
4	154	6.672661
4	155	5.724283
4	160	7.465438
4	163	6.020070
4	166	3.273543
4	167	7.511303
4	172	5.959336
4	173	2.734729
4	175	4.566887
4	176	6.250060
4	177	5.223859
4	178	6.019492
5	6	10.262778
5	7	8.319070
5	13	9.556051
5	14	6.661984
5	15	5.526972
5	18	6.676649
5	20	7.809294
5	21	7.596521
5	22	8.205466
5	25	2.960217
5	28	3.105036
5	31	5.159676
5	45	2.172758
5	94	4.130700
5	103	4.491554
5	106	4.951111
5	107	5.454252
5	110	5.026183
5	112	4.862492
5	118	3.968338
5	119	6.459817
5	120	5.479534
5	121	7.311314
5	122	5.626398
5	123	5.365468
5	124	3.474135
5	125	5.729673
5	126	5.770571
5	127	6.216376
5	128	6.103064
5	129	3.971015
5	130	5.147352
5	131	6.346732
5	132	6.238920
5	133	5.055663
5	134	5.849234
5	135	6.522820
5	136	4.735165
5	137	4.082229
5	138	5.763165
5	142	6.973062
5	145	2.715507
5	149	2.577230
5	151	3.291174
5	153	7.371179
5	154	7.492716
5	155	5.100280
5	156	5.935182
5	158	7.192649
5	160	7.327962
5	163	6.827912
5	166	3.589686
5	167	7.427193
5	172	5.909104
5	173	3.265870
5	175	5.085399
5	176	6.275872
5	177	5.361137
5	178	6.042729
6	7	8.712637
6	13	9.110405
6	14	4.597928
6	16	7.782045
6	18	7.466724
6	20	8.939968
6	21	8.335909
6	22	8.697672
6	25	2.149221
6	31	3.154825
6	106	4.191490
6	107	4.686981
6	110	4.269432
6	112	4.130491
6	119	4.886219
6	120	4.337999
6	121	5.270613
6	122	4.560185
6	123	4.650804
6	125	4.947997
